date_received,product,sub_product,issue,sub_issue,consumer_complaint_narrative,company_public_response,company,state,zipcode,tags,consumer_consent_provided,submitted_via,date_sent_to_company,company_response_to_consumer,timely_response,consumer_disputed?,complaint_id
03/04/2016,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,,,Equifax,,,,,Postal mail,03/08/2016,Closed with non-monetary relief,Yes,Yes,1818962
12/04/2014,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Threatened to take legal action,,,"Regional Acquisition Group, Inc.",,,,,Phone,12/12/2014,Closed with explanation,No,No,1143532
04/09/2013,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,First National Bank of Omaha,,,,,Referral,04/10/2013,Closed with explanation,Yes,No,377589
06/21/2012,Bank account or service,Checking account,"Account opening, closing, or management",,,,Wells Fargo & Company,,,,,Referral,02/26/2013,Closed with explanation,Yes,No,105939
04/01/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,,,,,Referral,04/02/2013,Closed with explanation,Yes,No,371477
07/31/2012,Bank account or service,Savings account,"Making/receiving payments, sending money",,,,Wells Fargo & Company,,,,,Referral,08/08/2012,Closed with explanation,Yes,No,128125
02/17/2012,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,,,,,Phone,02/21/2012,Closed without relief,Yes,Yes,24612
03/28/2014,Bank account or service,Checking account,Deposits and withdrawals,,,,Wells Fargo & Company,,,,,Phone,04/03/2014,Closed with monetary relief,Yes,No,783331
03/18/2015,Other financial service,Refund anticipation check,Customer service/Customer relations,,,,Bank of America,,,,,Phone,03/24/2015,Closed with non-monetary relief,Yes,Yes,1289792
11/25/2013,Money transfers,Domestic (US) money transfer,Fraud or scam,,,,The Western Union Company,,,Older American,,Phone,11/26/2013,Closed with explanation,Yes,No,610584
07/08/2015,Bank account or service,Checking account,Deposits and withdrawals,,,Company chooses not to provide a public response,Wells Fargo & Company,,,,,Postal mail,07/09/2015,Closed with explanation,Yes,No,1459004
12/02/2014,Bank account or service,Checking account,"Account opening, closing, or management",,,,TD Bank US Holding Company,,,Older American,,Phone,12/18/2014,Closed with explanation,Yes,No,1138450
04/26/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,JPMorgan Chase & Co.,,,,,Referral,05/01/2013,Closed with explanation,Yes,No,393880
01/24/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,U.S. Bancorp,,,,,Postal mail,01/24/2013,Closed with explanation,Yes,Yes,260002
08/20/2015,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,JPMorgan Chase & Co.,,,,,Referral,08/30/2015,Closed with non-monetary relief,Yes,No,1529158
07/12/2013,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,,,Bank of America,,,,,Phone,07/18/2013,Closed with explanation,Yes,No,456511
01/15/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,,,,,Referral,01/15/2013,Closed with explanation,Yes,No,232014
11/25/2014,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Frequent or repeated calls,,,"SunTrust Banks, Inc.",,,,,Web,11/25/2014,Closed with non-monetary relief,Yes,No,1131850
04/06/2015,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,,,,,Postal mail,01/14/2016,Closed with explanation,Yes,No,1316395
08/11/2014,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,,,Capital One,,,Older American,,Phone,08/13/2014,Closed with explanation,Yes,No,977901
05/13/2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,Wells Fargo & Company,,,,,Phone,05/14/2015,Closed with explanation,Yes,Yes,1373226
05/21/2012,Credit card,,Closing/Cancelling account,,,,Capital One,,,,,Phone,05/22/2012,Closed with explanation,Yes,Yes,86576
12/29/2011,Credit card,,Identity theft / Fraud / Embezzlement,,,,JPMorgan Chase & Co.,,,,,Referral,12/29/2011,Closed without relief,Yes,No,69697
11/18/2014,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"CCS Financial Services, Inc.",,,,,Phone,11/19/2014,Closed with explanation,Yes,No,1122091
10/29/2015,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,,,,,Referral,11/02/2015,Closed with explanation,Yes,No,1631490
11/20/2012,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"Caliber Home Loans, Inc",,,,,Referral,11/23/2012,Closed with explanation,Yes,No,196184
02/07/2013,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,Santander Consumer USA Holdings Inc,,,,,Referral,02/11/2013,Closed,Yes,No,310096
07/23/2014,Consumer Loan,Installment loan,Problems when you are unable to pay,,,,World Acceptance Corporation,,,,,Phone,07/28/2014,Closed with explanation,Yes,No,949958
06/03/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,,,,,Referral,06/05/2013,Closed with explanation,Yes,No,422921
01/06/2016,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,,,Transworld Systems Inc.,,,,,Referral,01/11/2016,Closed with explanation,Yes,No,1730608
03/11/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,Santander Bank US,,,,,Phone,03/12/2013,Closed with explanation,Yes,No,349568
12/20/2012,Credit card,,Credit determination,,,,Citibank,,,,,Postal mail,12/20/2012,Closed with explanation,Yes,No,214386
05/17/2012,Credit card,,Transaction issue,,,,Capital One,,,,,Phone,05/18/2012,Closed with monetary relief,Yes,Yes,82536
12/18/2015,Bank account or service,Savings account,Deposits and withdrawals,,,,Fifth Third Financial Corporation,,,,,Phone,12/18/2015,Closed with non-monetary relief,Yes,Yes,1708070
03/19/2014,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,,,U.S. Bancorp,,,,,Referral,03/25/2014,Closed with explanation,Yes,No,766268
10/07/2014,Debt collection,Payday loan,Communication tactics,Frequent or repeated calls,,,Delbert Services,,,,,Referral,10/09/2014,Closed with explanation,Yes,No,1061588
07/21/2015,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,,,Clark County Collection Service,,,,,Postal mail,07/29/2015,Closed with explanation,Yes,No,1476533
05/17/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,JPMorgan Chase & Co.,,,,,Phone,05/20/2013,Closed with explanation,Yes,No,410471
08/28/2012,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,,,,,Referral,08/30/2012,Closed with explanation,Yes,No,143461
04/19/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,,,"Older American, Servicemember",,Postal mail,04/19/2013,Closed with explanation,Yes,Yes,386666
02/11/2013,Mortgage,Other mortgage,Other,,,,Bank of America,,,,,Postal mail,02/13/2013,Closed with non-monetary relief,Yes,No,313324
02/25/2014,Bank account or service,Checking account,"Account opening, closing, or management",,,,Wells Fargo & Company,,,,,Phone,02/26/2014,Closed with explanation,Yes,No,730564
04/30/2014,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,PNC Bank N.A.,,,,,Referral,05/05/2014,Closed with explanation,Yes,No,832309
01/30/2015,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,Hyundai Capital America,,,,,Phone,02/03/2015,Closed with explanation,Yes,No,1218238
02/19/2015,Bank account or service,Checking account,Deposits and withdrawals,,,,Wells Fargo & Company,,,,,Phone,02/23/2015,Closed with explanation,Yes,Yes,1248090
09/18/2014,Debt collection,Auto,Cont'd attempts collect debt not owed,Debt is not mine,,,Sierra Holdings LLC,,,"Older American, Servicemember",,Phone,09/24/2014,Closed with explanation,Yes,Yes,1034929
05/10/2012,Credit card,,Billing disputes,,,,Synchrony Financial,,,"Older American, Servicemember",,Phone,05/14/2012,Closed with relief,Yes,Yes,74831
07/11/2014,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,Santander Bank US,,,,,Referral,07/16/2014,Closed with explanation,Yes,No,932834
12/14/2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,Company chooses not to provide a public response,Banco Popular de Puerto Rico,,,,,Referral,12/16/2015,Closed with explanation,Yes,No,1695618
02/17/2016,Bank account or service,Checking account,"Account opening, closing, or management",,,Company chooses not to provide a public response,Wells Fargo & Company,,,,,Referral,02/17/2016,Closed with explanation,Yes,No,1790339
12/23/2013,Debt collection,Payday loan,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,,,"MNE Services, Inc",,,Older American,,Phone,12/31/2013,Closed with non-monetary relief,Yes,No,643396
10/31/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Called after sent written cease of comm,,,Allied Interstate LLC,,,,,Referral,11/01/2013,Closed with non-monetary relief,Yes,No,580501
06/08/2012,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Bank of America,,,,,Postal mail,06/18/2012,Closed with explanation,Yes,Yes,97732
01/27/2016,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,Company believes it acted appropriately as authorized by contract or law,"Shellpoint Partners, LLC",,,,,Referral,02/03/2016,Closed with explanation,Yes,Yes,1760149
03/20/2015,Bank account or service,Checking account,"Account opening, closing, or management",,,,Wells Fargo & Company,,,,,Fax,03/24/2015,Closed with explanation,Yes,No,1293747
01/23/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,,,,,Referral,01/23/2013,Closed with explanation,Yes,No,256127
12/28/2012,Bank account or service,Checking account,Deposits and withdrawals,,,,Bank of America,,,,,Referral,12/31/2012,Closed with explanation,Yes,No,219057
08/05/2013,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,M&T Bank Corporation,,,,,Referral,08/07/2013,Closed with explanation,Yes,No,473770
04/27/2015,Money transfers,International money transfer,Other transaction issues,,,,MoneyGram,,,,,Phone,04/28/2015,Closed with explanation,Yes,No,1348023
07/16/2014,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,,,,,Referral,07/21/2014,Closed with explanation,Yes,No,939586
11/01/2013,Mortgage,Other mortgage,Other,,,,Ocwen,,,,,Referral,11/05/2013,Closed with explanation,Yes,No,581069
04/19/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,Fifth Third Financial Corporation,,,,,Referral,04/23/2013,Closed with explanation,Yes,Yes,387028
11/19/2014,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,,,,,Postal mail,11/25/2014,Closed with monetary relief,Yes,Yes,1123253
03/24/2015,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,,,Wells Fargo & Company,,,,,Referral,03/26/2015,Closed with explanation,Yes,No,1299188
04/06/2016,Credit reporting,,Credit reporting company's investigation,Inadequate help over the phone,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian,,,,,Phone,04/06/2016,Closed with explanation,Yes,Yes,1867112
04/15/2014,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,,,,,Referral,04/18/2014,Closed with explanation,Yes,No,808723
11/23/2015,Bank account or service,Other bank product/service,Deposits and withdrawals,,,,JPMorgan Chase & Co.,,,,,Fax,11/27/2015,Closed,Yes,No,1667689
09/18/2015,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,Company chooses not to provide a public response,U.S. Bancorp,,,,,Postal mail,09/22/2015,Closed with explanation,Yes,Yes,1570986
04/12/2012,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,,,,,Referral,04/17/2012,Closed with relief,Yes,No,81419
12/19/2012,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,PNC Bank N.A.,,,,,Referral,12/20/2012,Closed with explanation,Yes,Yes,213288
01/02/2013,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,,,The Huntington National Bank,,,,,Postal mail,01/04/2013,Closed with monetary relief,Yes,Yes,216052
03/29/2016,Credit card,,APR or interest rate,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Bank of America,,,Older American,,Phone,03/29/2016,Closed with explanation,Yes,No,1854058
04/09/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,Capital One,,,,,Phone,04/10/2013,Closed with explanation,Yes,No,376863
02/19/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,,,,,Postal mail,02/19/2013,Closed with explanation,Yes,No,322647
10/03/2013,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,,,"TransUnion Intermediate Holdings, Inc.",,,,,Postal mail,10/30/2013,Closed with explanation,Yes,No,551501
07/25/2014,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Freedom Mortgage,,,,,Phone,07/30/2014,Closed with explanation,Yes,No,954875
06/11/2014,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,Bank of America,,,,,Referral,06/12/2014,Closed with explanation,Yes,No,890685
12/15/2015,Consumer Loan,Vehicle loan,Managing the loan or lease,,,Company believes it acted appropriately as authorized by contract or law,"Westlake Services, LLC",,,,,Phone,12/16/2015,Closed with explanation,Yes,No,1697505
01/30/2013,Credit card,,APR or interest rate,,,,Synchrony Financial,,,"Older American, Servicemember",,Postal mail,01/30/2013,Closed with monetary relief,Yes,No,281762
04/11/2016,Bank account or service,Checking account,"Making/receiving payments, sending money",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Synchrony Financial,,,,,Referral,04/12/2016,Closed with explanation,Yes,No,1873558
